
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
D8:77:8B:96:DC:9B, 2022-08-11 21:31:06, 2022-08-11 22:26:34,  2, 270, WPA2, CCMP TKIP, PSK, -60,     1990,      275,   0.  0.  0.  0,  11, NET.903- 2G, 
C8:5D:38:A9:13:1F, 2022-08-11 22:23:33, 2022-08-11 22:23:33, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
66:A7:F2:31:95:7E, 2022-08-11 22:21:50, 2022-08-11 22:22:24,  1, 130, WPA2, CCMP, PSK, -20,       13,        0,   0.  0.  0.  0,  21, iPhone de Gildréanny, 
80:8F:E8:0C:42:31, 2022-08-11 18:56:02, 2022-08-11 22:22:07,  4,  -1, WPA, ,   ,  -1,        0,        3,   0.  0.  0.  0,   0, , 
BC:2E:48:D3:EC:7B, 2022-08-11 20:25:14, 2022-08-11 22:21:22, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
76:8E:52:B6:88:C8, 2022-08-11 22:15:46, 2022-08-11 22:15:46,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
CE:22:26:CE:00:0E, 2022-08-11 18:50:17, 2022-08-11 22:12:58,  1,  65, WPA2, CCMP, PSK, -78,       24,        0,   0.  0.  0.  0,  17, myChevrolet _2696, 
38:6B:1C:60:20:78, 2022-08-11 18:56:19, 2022-08-11 22:08:43,  3, 270, WPA2, CCMP, PSK, -80,       31,        5,   0.  0.  0.  0,   5, AP302, 
C6:FB:C4:D8:93:3C, 2022-08-11 21:55:23, 2022-08-11 22:06:33,  6,  65, WPA2, CCMP, PSK, -75,       26,        0,   0.  0.  0.  0,  13, AndroidAPFAFC, 
3E:0E:56:72:F4:8B, 2022-08-11 22:02:12, 2022-08-11 22:02:12,  6, 180, WPA3 WPA2, CCMP, SAE PSK, -77,        1,        0,   0.  0.  0.  0,  15, moto g(30)_6983, 
8C:44:4F:9B:8C:6D, 2022-08-11 21:31:06, 2022-08-11 22:01:23,  2,  -1, OPN, ,   ,  -1,        0,       43,   0.  0.  0.  0,  11, NET.903- 2G, 
FE:C7:FA:A2:A2:34, 2022-08-11 21:52:22, 2022-08-11 21:52:22,  2, 360, WPA2, CCMP, PSK, -72,        1,        0,   0.  0.  0.  0,  11, POCO X3 NFC, 
72:58:AA:06:9C:A4, 2022-08-11 21:51:50, 2022-08-11 21:52:12,  6, 130, WPA3 WPA2, CCMP, SAE PSK, -74,       11,        1,   0.  0.  0.  0,  16, iPhone de Raquel, 
DE:C1:24:8F:45:65, 2022-08-11 21:44:30, 2022-08-11 21:46:57, 11, 180, WPA3 WPA2, CCMP, SAE PSK, -25,        8,        3,   0.  0.  0.  0,   4, HB20, 
5E:42:F9:D6:59:51, 2022-08-11 21:45:35, 2022-08-11 21:45:46,  4, 180, WPA2, CCMP, PSK, -72,        8,        0,   0.  0.  0.  0,  22, Elida's Galaxy A52s 5G, 
12:4E:7C:6E:81:68, 2022-08-11 21:38:19, 2022-08-11 21:43:20,  9,  54, WPA2, CCMP, PSK, -28,       70,        0,   0.  0.  0.  0,   6, Wi-fi , 
26:03:97:AB:3B:0C, 2022-08-11 21:36:15, 2022-08-11 21:36:23, 11, 130, WPA3 WPA2, CCMP, SAE PSK, -24,        4,        0,   0.  0.  0.  0,  17, , 
D4:E2:CB:1F:81:18, 2022-08-11 21:35:54, 2022-08-11 21:36:12,  6,  -1, WPA, ,   ,  -1,        0,       58,   0.  0.  0.  0,   0, , 
92:35:83:09:A8:D3, 2022-08-11 21:34:30, 2022-08-11 21:35:10,  6,  65, WPA2, CCMP, PSK, -81,        6,        0,   0.  0.  0.  0,  20, Juarez's Galaxy A20s, 
E4:C0:E2:40:0B:0A, 2022-08-11 19:32:58, 2022-08-11 21:23:34, 11,  -1, WPA, ,   ,  -1,        0,       24,   0.  0.  0.  0,   0, , 
58:10:8C:B8:08:0C, 2022-08-11 19:14:08, 2022-08-11 21:10:34,  6, 270, WPA2 WPA, CCMP TKIP, PSK, -84,        6,        0,   0.  0.  0.  0,   9, ADILTON-2, 
98:39:8E:C2:75:81, 2022-08-11 21:05:59, 2022-08-11 21:06:32, 11,  65, WPA2, CCMP, PSK, -24,       11,        0,   0.  0.  0.  0,  13, AndroidAP7581, 
2A:03:EB:04:C5:E8, 2022-08-11 20:55:34, 2022-08-11 20:55:48,  1,  65, WPA2, CCMP, PSK, -72,        5,        0,   0.  0.  0.  0,  16, myChevrolet 5807, 
D8:77:8B:F6:63:2C, 2022-08-11 20:53:32, 2022-08-11 20:53:32,  6, 130, WPA2, CCMP, PSK, -84,        1,        0,   0.  0.  0.  0,  14, VIVOFIBRA-66E0, 
2C:95:69:69:51:E6, 2022-08-11 20:51:12, 2022-08-11 20:51:12,  4,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
4E:D0:8A:A9:A7:69, 2022-08-11 20:38:59, 2022-08-11 20:50:35,  9,  -1, OPN, ,   ,  -1,        0,       14,   0.  0.  0.  0,   0, , 
7E:8B:B5:2C:B9:0B, 2022-08-11 20:49:45, 2022-08-11 20:49:45, 11,  65, WPA2, CCMP, PSK, -19,        2,        0,   0.  0.  0.  0,  13, AndroidAPB90B, 
BC:2E:48:24:CD:BF, 2022-08-11 19:58:28, 2022-08-11 20:46:44, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
5C:FA:25:16:8D:91, 2022-08-11 20:42:11, 2022-08-11 20:42:11, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
5A:57:BE:B6:41:57, 2022-08-11 20:41:34, 2022-08-11 20:41:34,  6, 180, WPA2, CCMP, PSK, -81,        1,        0,   0.  0.  0.  0,  16, Moto G (5S) 2694, 
2A:03:EB:76:A3:07, 2022-08-11 20:38:21, 2022-08-11 20:38:21,  1,  65, WPA2, CCMP, PSK, -71,        1,        0,   0.  0.  0.  0,   5, Diogo, 
86:44:24:6C:BD:8A, 2022-08-11 20:34:47, 2022-08-11 20:34:48, 11, 180, WPA2, CCMP, PSK, -23,        1,        1,   0.  0.  0.  0,  14, Redmi Note 11S, 
EC:F4:51:2E:CA:5E, 2022-08-11 20:25:28, 2022-08-11 20:33:46, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
0A:4A:89:A4:68:D8, 2022-08-11 20:33:24, 2022-08-11 20:33:24,  1, 180, WPA2, CCMP, PSK, -22,        1,        0,   0.  0.  0.  0,  11, igor xiaome, 
6E:B5:6B:56:73:31, 2022-08-11 20:29:32, 2022-08-11 20:29:32,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
44:D4:54:C3:29:8B, 2022-08-11 19:46:04, 2022-08-11 20:26:55, 11, 260, WPA2, CCMP, PSK, -29,        3,        1,   0.  0.  0.  0,  14, CLARO_2GC32986, 
5E:D5:8D:B9:21:5B, 2022-08-11 20:26:41, 2022-08-11 20:26:48,  6, 180, WPA2, CCMP, PSK, -79,        3,        0,   0.  0.  0.  0,  11, Denis movel, 
A6:FE:18:D7:74:C9, 2022-08-11 20:14:53, 2022-08-11 20:15:22,  6,  54, WPA2, CCMP, PSK, -81,       20,        0,   0.  0.  0.  0,   6, Wagner, 
7E:8B:B5:A2:73:01, 2022-08-11 20:07:00, 2022-08-11 20:07:00, 11,  65, WPA2, CCMP, PSK, -26,        1,        0,   0.  0.  0.  0,   9, @@@@@@@@@, 
CE:22:26:50:F9:1A, 2022-08-11 20:05:21, 2022-08-11 20:05:21, 11,  65, WPA2, CCMP, PSK, -73,        0,        0,   0.  0.  0.  0,  11, myChevrolet, 
90:9A:77:C8:44:F3, 2022-08-11 20:02:06, 2022-08-11 20:02:10, 11,  65, WPA2, CCMP TKIP, PSK, -25,        3,        0,   0.  0.  0.  0,  17, BMW 02530 CarPlay, 
BA:EE:1E:8B:71:18, 2022-08-11 20:00:43, 2022-08-11 20:00:43,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
BC:2E:48:20:F5:F5, 2022-08-11 19:22:21, 2022-08-11 20:00:32, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
AC:84:C6:BD:D4:2D, 2022-08-11 19:47:11, 2022-08-11 19:47:11,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
E0:37:BF:A4:4E:0A, 2022-08-11 19:42:49, 2022-08-11 19:42:57, 11, 130, WPA2, CCMP TKIP, PSK, -23,        2,        0,   0.  0.  0.  0,  18, Vivo-Internet-4E0A, 
C6:77:EC:5E:D0:96, 2022-08-11 19:41:43, 2022-08-11 19:41:47,  6, 130, WPA2, CCMP, PSK, -82,        0,        0,   0.  0.  0.  0,  15, iPhone de Bruno, 
8A:5A:85:1C:D0:94, 2022-08-11 19:41:43, 2022-08-11 19:41:43, 11,  65, WPA2, CCMP, PSK, -82,        0,        0,   0.  0.  0.  0,  16, DIRECT-BMW 07443, 
1E:32:BC:4B:28:FC, 2022-08-11 19:40:52, 2022-08-11 19:41:10, 11, 180, WPA3 WPA2, CCMP, SAE PSK, -26,        4,        0,   0.  0.  0.  0,  19, moto g(9) play_8927, 
2A:03:EB:04:AE:DE, 2022-08-11 19:40:34, 2022-08-11 19:40:34,  1,  65, WPA2, CCMP, PSK, -79,        1,        0,   0.  0.  0.  0,  11, MYCHEVROLET, 
10:BE:F5:88:60:8D, 2022-08-11 19:40:15, 2022-08-11 19:40:19,  6,  65, WPA2, CCMP, PSK, -79,        1,        0,   0.  0.  0.  0,  18, Vivo-Internet_608D, 
EA:61:D9:27:3E:0A, 2022-08-11 19:37:08, 2022-08-11 19:37:19,  6, 130, WPA2, CCMP, PSK, -76,        2,        0,   0.  0.  0.  0,  15, Fabiana Menezes, 
9A:49:14:64:3E:CE, 2022-08-11 19:37:08, 2022-08-11 19:37:08, 11,  65, WPA2, CCMP, PSK, -68,        2,        0,   0.  0.  0.  0,  16, myChevrolet 3ece, 
CE:22:26:3C:3D:02, 2022-08-11 19:36:43, 2022-08-11 19:36:43,  1,  65, WPA2, CCMP, PSK, -71,        0,        0,   0.  0.  0.  0,  11, Diego Braga, 
3A:0C:D7:B3:35:A5, 2022-08-11 19:34:09, 2022-08-11 19:34:09,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
68:02:B8:E2:2B:A5, 2022-08-11 19:29:19, 2022-08-11 19:29:19,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
82:D0:4A:94:0D:53, 2022-08-11 19:27:36, 2022-08-11 19:27:36, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
52:1E:F8:6E:7A:B2, 2022-08-11 19:26:34, 2022-08-11 19:26:48,  6, 130, WPA2, CCMP, PSK, -81,        1,        0,   0.  0.  0.  0,  13, Wallace Costa, 
00:1A:3F:86:39:95, 2022-08-11 19:22:22, 2022-08-11 19:25:21,  3,  -1, WPA, ,   ,  -1,        0,       53,   0.  0.  0.  0,   0, , 
CE:22:26:7E:ED:E2, 2022-08-11 19:24:55, 2022-08-11 19:24:55,  1,  65, WPA2, CCMP, PSK, -81,        0,        0,   0.  0.  0.  0,  17, myChevrolet _9258, 
58:10:8C:37:18:A8, 2022-08-11 19:23:22, 2022-08-11 19:23:22,  4,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
06:13:AF:DD:B6:07, 2022-08-11 19:19:31, 2022-08-11 19:19:31,  6,  65, WPA2, CCMP, PSK, -70,        1,        0,   0.  0.  0.  0,  18, Chevrolet ONIX MeV, 
CE:22:26:67:64:A4, 2022-08-11 19:16:31, 2022-08-11 19:16:31, 11,  65, WPA2, CCMP, PSK, -76,        1,        0,   0.  0.  0.  0,  17, myChevrolet _1889, 
D4:63:C6:5D:FB:8D, 2022-08-11 19:08:20, 2022-08-11 19:08:20, 11,  65, WPA2, CCMP, PSK, -21,        1,        0,   0.  0.  0.  0,  17, Moto Z2 Play 4721, 
2A:03:EB:04:C6:38, 2022-08-11 19:06:19, 2022-08-11 19:07:10,  6,  65, WPA2, CCMP, PSK, -72,        9,        0,   0.  0.  0.  0,  16, myChevrolet 2685, 
F8:2D:C0:22:C6:4C, 2022-08-11 19:05:59, 2022-08-11 19:05:59,  9,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
3A:C7:50:3E:48:48, 2022-08-11 19:04:44, 2022-08-11 19:05:24,  1, 360, WPA2, CCMP, PSK, -20,        9,        0,   0.  0.  0.  0,  17, Galaxy S20 FE241B, 
98:7E:CA:C9:43:DF, 2022-08-11 19:01:24, 2022-08-11 19:01:24,  3,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C2:F4:AF:8B:BA:A8, 2022-08-11 18:57:17, 2022-08-11 18:57:20,  1,  65, WPA2, CCMP, PSK, -22,        3,        0,   0.  0.  0.  0,  12, Cenir vieira, 
48:49:C7:CB:1D:5C, 2022-08-11 18:51:49, 2022-08-11 18:51:56, 11,  65, WPA2, CCMP, PSK, -17,        2,        0,   0.  0.  0.  0,  13, AndroidAP1D5C, 
84:01:12:83:96:2A, 2022-08-11 18:51:08, 2022-08-11 18:51:08, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
AA:A0:0E:FC:54:49, 2022-08-11 18:49:59, 2022-08-11 18:49:59,  1, 130, WPA2, CCMP, PSK, -24,        1,        0,   0.  0.  0.  0,  25, albuqudo SAO DV6W113YHG7P, 
CE:22:26:51:E2:D2, 2022-08-11 18:47:54, 2022-08-11 18:48:45,  6,  65, WPA2, CCMP, PSK, -73,        8,        0,   0.  0.  0.  0,   7, Luciano, 
EA:66:98:62:74:42, 2022-08-11 18:44:06, 2022-08-11 18:45:08,  6, 130, WPA3 WPA2, CCMP, SAE PSK, -82,       12,        0,   0.  0.  0.  0,  17, iPhone de Anndrio, 
48:49:C7:D5:6B:0A, 2022-08-11 18:44:28, 2022-08-11 18:44:28,  6,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
28:DE:A8:DE:2B:92, 2022-08-11 18:44:45, 2022-08-11 18:45:40,  9, 260, WPA2, CCMP, PSK, -31,        1,        0,   0.  0.  0.  0,  16, LIVE TIM_3408_2G, 
2E:A7:2B:DB:47:3C, 2022-08-11 18:45:34, 2022-08-11 18:46:14, 11, 180, WPA2, CCMP, PSK, -30,        5,        0,   0.  0.  0.  0,   7, Casa oi, 
70:4F:57:0B:20:CC, 2022-08-11 18:45:10, 2022-08-11 18:46:42,  3,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
4E:52:62:35:2A:D6, 2022-08-11 18:47:06, 2022-08-11 18:48:16, 11, 180, WPA2, CCMP, PSK, -20,       13,        0,   0.  0.  0.  0,  12, Redmi Note 9, 
6C:B5:6B:67:E9:D0, 2022-08-11 18:53:18, 2022-08-11 18:53:18, 13,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
0A:86:DB:E8:3F:A4, 2022-08-11 18:53:47, 2022-08-11 18:53:50,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C2:29:E9:A5:11:EC, 2022-08-11 18:52:18, 2022-08-11 18:54:41, 11,  65, WPA2, CCMP, PSK, -10,       22,        0,   0.  0.  0.  0,   9, Daniel MA, 
F0:85:C1:5E:75:30, 2022-08-11 18:56:32, 2022-08-11 18:56:51,  1,  65, WPA2, CCMP, PSK, -23,        9,        0,   0.  0.  0.  0,  14, 70mai_d01_7530, 
C0:3C:04:59:74:44, 2022-08-11 19:00:34, 2022-08-11 19:01:15,  1,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
12:09:0F:6D:E8:AB, 2022-08-11 19:07:06, 2022-08-11 19:07:29, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
CE:22:26:D3:D0:AE, 2022-08-11 19:09:15, 2022-08-11 19:09:15,  6,  65, WPA2, CCMP, PSK, -74,        1,        0,   0.  0.  0.  0,  17, myChevrolet _2090, 
E6:99:03:E6:33:F6, 2022-08-11 19:12:07, 2022-08-11 19:12:26,  6, 130, WPA2, CCMP, PSK, -81,        7,        0,   0.  0.  0.  0,  16, iPhone de Emilia, 
B4:75:0E:DA:FD:F7, 2022-08-11 19:11:06, 2022-08-11 19:13:51,  7,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
CE:4E:FA:5E:F3:FE, 2022-08-11 19:17:05, 2022-08-11 19:17:16,  2, 180, WPA3 WPA2, CCMP, SAE PSK, -61,       10,        0,   0.  0.  0.  0,  20, moto g(8) power_1897, 
44:01:BB:C3:1A:D4, 2022-08-11 19:22:02, 2022-08-11 19:22:03,  1,  65, WPA2, CCMP, PSK, -61,        2,        0,   0.  0.  0.  0,  14, 70mai_d06_1ad4, 
76:66:6A:96:A5:C7, 2022-08-11 19:23:15, 2022-08-11 19:23:15, 11, 180, WPA2, CCMP, PSK, -23,        0,        0,   0.  0.  0.  0,   5, Ninho, 
62:DB:30:75:80:4E, 2022-08-11 19:24:06, 2022-08-11 19:24:14, 11, 180, WPA2, CCMP, PSK, -29,        4,        0,   0.  0.  0.  0,   4, Dudu, 
C0:21:0D:AE:1C:D4, 2022-08-11 19:32:14, 2022-08-11 19:32:14, 36, 130, OPN, ,   , -79,        1,        0,   0.  0.  0.  0,  14, FT-SMirror 816, 
36:92:42:18:07:9A, 2022-08-11 19:35:10, 2022-08-11 19:35:14,  6,  65, WPA2, CCMP, PSK, -81,        4,        0,   0.  0.  0.  0,   9, AndroidAP, 
36:68:7A:F8:E1:0F, 2022-08-11 19:44:03, 2022-08-11 19:44:29,  6, 130, WPA3 WPA2, CCMP, SAE PSK, -77,       10,        2,   0.  0.  0.  0,  19, , 
D8:C6:78:49:6D:98, 2022-08-11 19:46:15, 2022-08-11 19:46:15, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
D4:63:C6:BA:9C:F0, 2022-08-11 19:52:19, 2022-08-11 19:52:38, 11,  65, WPA2, CCMP, PSK, -26,        5,        0,   0.  0.  0.  0,  15, Moto G (5) 1907, 
06:13:AF:DD:AA:7F, 2022-08-11 19:54:32, 2022-08-11 19:54:54,  1,  65, WPA2, CCMP, PSK, -82,        2,        0,   0.  0.  0.  0,   4, BMDS, 
88:79:7E:D2:3F:80, 2022-08-11 19:58:07, 2022-08-11 19:58:15, 11,  65, WPA2, CCMP, PSK, -26,        3,        0,   0.  0.  0.  0,  11, MotoG3 1325, 
3E:61:A9:B9:A9:EF, 2022-08-11 20:00:38, 2022-08-11 20:00:39, 11, 360, WPA2, CCMP, PSK, -23,        1,        0,   0.  0.  0.  0,  10, gugasphone, 
6A:FE:D6:3A:D2:85, 2022-08-11 20:00:53, 2022-08-11 20:01:04, 11, 180, WPA2, CCMP, PSK, -26,        8,        0,   0.  0.  0.  0,  14, Richazinho💸, 
CE:22:26:5A:5F:FC, 2022-08-11 20:02:26, 2022-08-11 20:02:26,  1,  65, WPA2, CCMP, PSK, -74,        1,        0,   0.  0.  0.  0,  17, myChevrolet _8231, 
2E:57:90:1E:D6:D9, 2022-08-11 20:02:18, 2022-08-11 20:02:30,  1, 130, WPA2, CCMP, PSK, -24,        2,        0,   0.  0.  0.  0,  18, , 
98:77:E7:BD:6A:8A, 2022-08-11 20:07:15, 2022-08-11 20:07:15,  1,  -1, WPA, ,   , -83,        0,        1,   0.  0.  0.  0,   0, , 
26:92:98:64:6D:55, 2022-08-11 20:10:40, 2022-08-11 20:10:51,  6, 130, WPA3 WPA2, CCMP, SAE PSK, -79,        3,        0,   0.  0.  0.  0,   6, , 
90:73:5A:93:63:5A, 2022-08-11 20:11:12, 2022-08-11 20:11:42, 10,  65, WPA2, CCMP, PSK, -24,       16,        1,   0.  0.  0.  0,  15, Moto G (5) 9153, 
50:33:8B:4D:AE:1C, 2022-08-11 20:13:47, 2022-08-11 20:13:50, 11,  65, WPA2, CCMP TKIP, PSK, -27,        0,        0,   0.  0.  0.  0,  17, BMW 70157 CarPlay, 
5A:EB:3D:52:0A:2F, 2022-08-11 19:49:08, 2022-08-11 20:16:06, 11, 360, WPA2, CCMP, PSK, -22,        9,        3,   0.  0.  0.  0,  10, sst_safety, 
90:3A:72:54:C4:F8, 2022-08-11 20:19:21, 2022-08-11 20:19:28,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
92:85:DA:BD:33:1C, 2022-08-11 20:23:15, 2022-08-11 20:23:40, 11,  65, WPA2, CCMP, PSK, -23,        9,        5,   0.  0.  0.  0,  14, Galaxy A304537, 
80:58:F8:6E:07:76, 2022-08-11 20:25:52, 2022-08-11 20:25:53, 11,  65, WPA2, CCMP, PSK, -28,        2,        0,   0.  0.  0.  0,  16, Moto G auditoria, 
6A:B2:F5:CF:8F:BC, 2022-08-11 20:27:31, 2022-08-11 20:27:50, 11, 130, WPA2, CCMP, PSK, -21,        1,        6,   0.  0.  0.  0,   9, AndroidAP, 
86:70:D7:2D:C7:B8, 2022-08-11 20:28:10, 2022-08-11 20:28:51,  4, 180, WPA2, CCMP, PSK, -79,       12,        0,   0.  0.  0.  0,   4, Will, 
16:97:2E:A2:19:67, 2022-08-11 20:17:31, 2022-08-11 20:31:01,  7, 180, WPA2, CCMP, PSK, -71,       15,        2,   0.  0.  0.  0,  13, Henrique_uber, 
30:93:BC:4B:43:03, 2022-08-11 20:32:13, 2022-08-11 20:32:13, 11, 195, WPA2, CCMP, PSK, -28,        1,        0,   0.  0.  0.  0,   7, YEDA-2G, 
80:2A:A8:C7:80:E8, 2022-08-11 20:34:04, 2022-08-11 20:34:04,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
2A:03:EB:98:82:81, 2022-08-11 20:35:54, 2022-08-11 20:36:05,  1,  65, WPA2, CCMP, PSK, -73,        1,        0,   0.  0.  0.  0,  10, MyWiFi3851, 
D4:E2:CB:8E:EA:C8, 2022-08-11 20:08:02, 2022-08-11 20:38:06,  6, 195, WPA2, CCMP, PSK, -80,       37,        0,   0.  0.  0.  0,  14, CLARO_2G8EEAC4, 
3E:02:6C:5D:64:AE, 2022-08-11 20:43:54, 2022-08-11 20:43:54,  1,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
AC:A4:6E:F4:F3:59, 2022-08-11 19:07:47, 2022-08-11 20:44:04,  6, 130, WPA2, CCMP, PSK, -84,      111,        0,   0.  0.  0.  0,   9, Sebastiao, 
EA:97:78:A5:74:E0, 2022-08-11 19:42:10, 2022-08-11 20:46:28,  1,  65, WPA2, CCMP, PSK, -20,       13,        2,   0.  0.  0.  0,  13, Galaxy A30ELI, 
B2:80:71:F8:58:8E, 2022-08-11 20:12:22, 2022-08-11 20:46:42,  6,  54, WPA2, CCMP, PSK, -77,      668,      173,   0.  0.  0.  0,  14, Galaxy A037396, 
CE:22:26:5A:B7:14, 2022-08-11 20:58:59, 2022-08-11 20:59:39,  1,  65, WPA2, CCMP, PSK, -78,        1,        0,   0.  0.  0.  0,  12, ONIXLG242930, 
2C:95:69:6B:34:35, 2022-08-11 18:52:25, 2022-08-11 21:01:27, 10,  -1, WPA, ,   ,  -1,        0,       34,   0.  0.  0.  0,   0, , 
B6:2A:0E:19:3A:26, 2022-08-11 21:04:12, 2022-08-11 21:04:13, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
EA:E8:B7:84:6F:F4, 2022-08-11 21:06:25, 2022-08-11 21:06:25,  1, 130, WPA2, CCMP, PSK, -20,        1,        0,   0.  0.  0.  0,   7, Hb-Wifi, 
2A:32:C5:59:B9:99, 2022-08-11 18:46:34, 2022-08-11 21:08:29,  7,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
D4:2C:0F:55:13:0A, 2022-08-11 18:53:53, 2022-08-11 21:08:53,  9,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
4E:D0:8A:17:7D:F1, 2022-08-11 21:10:18, 2022-08-11 21:10:30,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,  15, #NET-CLARO-WIFI, 
44:D4:54:C3:2A:25, 2022-08-11 18:54:19, 2022-08-11 21:14:50, 11,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
3E:B7:A7:CF:53:21, 2022-08-11 21:18:52, 2022-08-11 21:18:52,  6, 360, WPA2, CCMP, PSK, -77,        1,        0,   0.  0.  0.  0,  14, Galaxy A6+6CBE, 
AA:8C:D1:63:3C:86, 2022-08-11 21:22:50, 2022-08-11 21:23:05,  6, 180, WPA2, CCMP, PSK, -80,        8,        0,   0.  0.  0.  0,  14, Galaxy A126D2F, 
D8:77:8B:6E:40:3C, 2022-08-11 19:25:32, 2022-08-11 21:27:04,  2, 270, WPA2, CCMP, PSK, -67,        2,        0,   0.  0.  0.  0,   5, Rique, 
F4:54:20:82:7E:9F, 2022-08-11 21:29:58, 2022-08-11 21:32:14, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
16:F7:9D:09:A0:B8, 2022-08-11 21:43:35, 2022-08-11 21:43:40,  6, 130, WPA2, CCMP, PSK, -76,        2,        0,   0.  0.  0.  0,   6, iPhone, 
48:51:CF:0A:6E:31, 2022-08-11 21:47:40, 2022-08-11 21:47:40, 10, 130, WPA2, CCMP, PSK, -27,        1,        0,   0.  0.  0.  0,   6, Home 2, 
6E:B5:6B:56:E3:C1, 2022-08-11 21:47:49, 2022-08-11 21:47:49, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
B4:26:5D:82:D4:99, 2022-08-11 19:30:36, 2022-08-11 21:49:13,  1, 130, WPA2, CCMP, PSK, -29,       11,        0,   0.  0.  0.  0,  17, Marília OI FIBRA, 
6E:B5:6B:1F:E4:F1, 2022-08-11 21:50:45, 2022-08-11 21:50:49, 13,  -1, OPN, ,   ,  -1,        0,        5,   0.  0.  0.  0,   0, , 
96:AA:F1:9D:17:9A, 2022-08-11 21:51:06, 2022-08-11 21:51:06,  6, 130, WPA2, CCMP, PSK, -75,        1,        0,   0.  0.  0.  0,  21, Edson's Galaxy Note10, 
6E:B5:6B:1F:7A:D9, 2022-08-11 21:51:04, 2022-08-11 21:51:05, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
CA:36:69:CD:72:74, 2022-08-11 21:57:34, 2022-08-11 21:57:49, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
4E:D0:8A:94:9D:91, 2022-08-11 21:09:02, 2022-08-11 21:59:54,  6,  -1, OPN, ,   ,  -1,        0,        5, 169.254.  6.250,   0, , 
98:1E:19:B9:A5:9C, 2022-08-11 18:54:06, 2022-08-11 22:01:16,  8,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
FA:01:CD:13:8B:91, 2022-08-11 22:01:08, 2022-08-11 22:01:16,  2,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
8A:4E:99:F1:B3:B6, 2022-08-11 21:58:42, 2022-08-11 22:02:28,  1, 180, WPA2, CCMP, PSK, -21,        6,        0,   0.  0.  0.  0,  14, moto e(7) 4653, 
7E:B0:5F:78:60:32, 2022-08-11 19:53:08, 2022-08-11 22:05:42,  7, 180, WPA2, CCMP, PSK, -75,     1102,       21,   0.  0.  0.  0,   5, Redmi, 
